Paper Title,Subarea,Detailed Class,Score
From Similarity to Vulnerability: Key Collision Attack on LLM Semantic Caching,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
Falsifying Sparse Autoencoder Reasoning Features in Language Models,Interpretability & Understanding,Interpretability,6.0
CausalArmor: Efficient Indirect Prompt Injection Guardrails via Causal Attribution,"Robustness, Defense & Systemic Control",Adversarial Robustness,7.0
De-attribute to Forget for LLM Unlearning,Capability Control & Unlearning,Alignment Training,6.0
SAEmnesia: Erasing Concepts in Diffusion Models with Supervised Sparse Autoencoders,Capability Control & Unlearning,Alignment Training,6.0
SafeSeek: Universal Attribution of Safety Circuits in Language Models,Interpretability & Understanding,Interpretability,7.0
RADAR: Defending RAG Dynamically against Retrieval Corruption,"Robustness, Defense & Systemic Control",Adversarial Robustness,5.0
Ensembling Sparse Autoencoders,Interpretability & Understanding,Interpretability,3.0
Position: AI Usage Policies Should Be Aligned with International Human Rights Law,Technical Governance & Policy,Policy and Governance,3.0
"Position: RL Should Be Used to Adjust Foundation Models, NOT Abused",Scalable Oversight & Value Learning,Scalable Oversight,3.0
MAGIC: A Co-Evolving Attacker–Defender Adversarial Game for Robust LLM Safety,"Robustness, Defense & Systemic Control",Adversarial Robustness,7.0
Reconstructing Template-Memorized Images from Natural Prompts,"Robustness, Defense & Systemic Control",Red-Teaming,6.0
"Position: Retire the ""Positive Backdoor"" Label—Secret Alignment Requires Strict and Systematic Evaluation","Robustness, Defense & Systemic Control",Adversarial Robustness,6.0
Curated Synthetic Data Doesn’t Have to Collapse: A Theoretical Study of Generative Retraining with Pluralistic Preferences,Capability Control & Unlearning,Alignment Training,5.0
Reward Under Attack: Analyzing the Robustness and Hackability of Process Reward Models,"Robustness, Defense & Systemic Control",Adversarial Robustness,6.0
"Is Your LLM Overcharging You? Tokenization, Transparency, and Incentives",Technical Governance & Policy,Policy and Governance,3.0
When the Prompt Becomes Visual: Vision-Centric Jailbreak Attacks for Large Image Editing Models,"Robustness, Defense & Systemic Control",Adversarial Robustness,7.0
MemoryLLM: Plug-n-Play Interpretable Feed-Forward Memory for Transformers,Interpretability & Understanding,Interpretability,4.0
Local Linearity of LLMs Enables Activation Steering via Model-Based Linear Optimal Control,Threat Modeling & Evaluations,Safeguards,7.0
A geometric relation of the error introduced by sampling a language model's output distribution to its internal state,Interpretability & Understanding,Interpretability,3.0
Mechanistic Data Attribution: Tracing the Training Origins of Interpretable LLM Units,Interpretability & Understanding,Interpretability,3.0
More Sail than Ballast: Addressing Harmful Knowledge Leakage in the Expansive Reasoning Space of LRMs,Capability Control & Unlearning,Alignment Training,7.0
RepetitionCurse: Measuring and Understanding Router Imbalance in Mixture-of-Experts LLMs under DoS Stress,"Robustness, Defense & Systemic Control",Adversarial Robustness,7.0
Adaptive Probe-based Steering for Robust LLM Jailbreaking,"Robustness, Defense & Systemic Control",Red-Teaming,6.0
TRACER: Trajectory Risk Aggregation for Critical Episodes in Agentic Reasoning,Threat Modeling & Evaluations,Safeguards,7.0
Robustifying Vision-Language Models via Test-Time Prompt Adaptation,"Robustness, Defense & Systemic Control",Adversarial Robustness,4.0
ANCHOR: Automated Alignment Auditing for CLI Agents on Real-World Harm,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
MEDUSA: Motion Elimination in Diffusion Using Spectral Attack,Interpretability & Understanding,Interpretability,3.0
Alignment-Aware Decoding,Threat Modeling & Evaluations,Safeguards,6.0
Test-Time Detoxification without Training or Learning Anything,Threat Modeling & Evaluations,Safeguards,6.0
The Geometry of Reasoning: Self-Evaluation via Layerwise Trajectory Evolution,Interpretability & Understanding,Monitoring,5.0
Breaking the Block: Preserving Data Continuity to Train Superior SAEs for Instruct Models,Interpretability & Understanding,Interpretability,3.0
LALM-as-a-Judge: Benchmarking Large Audio-Language Models for Safety Evaluation in Multi-Turn Spoken Dialogues,Threat Modeling & Evaluations,Safeguards,6.0
Attention Implements the Fisher Geometry of Exponential Families,Interpretability & Understanding,Interpretability,3.0
SkillTrojan: Backdoor Attacks on Skill-Based Agent Systems,"Robustness, Defense & Systemic Control",Red-Teaming,6.0
Do Natural Language Interpretability Methods Convey Privileged Information?,Interpretability & Understanding,Interpretability,5.0
DecepChain: Inducing Deceptive Reasoning in Large Language Models,Threat Modeling & Evaluations,Scheming and Deception,7.0
Mitigating Reward Hacking in RLHF via Bayesian Non-negative Reward Modeling,Scalable Oversight & Value Learning,Scalable Oversight,6.0
Discovering Implicit Large Language Model Alignment Objectives,Interpretability & Understanding,Interpretability,5.0
Detecting and Filtering Unsafe Training Data via Data Attribution with Denoised Representation,Capability Control & Unlearning,Alignment Training,5.0
TUR-DPO: Topology- and Uncertainty-Aware Direct Preference Optimization,Capability Control & Unlearning,Alignment Training,4.0
Weight-sparse transformers have interpretable circuits,Interpretability & Understanding,Interpretability,6.0
*MemPot*: Defend Against Memory Extraction Attack with Optimized Honeypots,Threat Modeling & Evaluations,Safeguards,7.0
Conformal Policy Control,Threat Modeling & Evaluations,Safeguards,7.0
Toward Subspace-Perturbed Trajectory-Aware Backdoor Attacks in Deep Reinforcement Learning,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
Furina: Fragmented Uncertainty-Driven Refusal Instability Attack,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
"Position: To Defend Against Cyber Attacks, We Must Teach AI Agents to Hack",Technical Governance & Policy,Policy and Governance,3.0
Revealing Long-context Potential of Attention Heads via Frequency Kernels,Interpretability & Understanding,Interpretability,3.0
How RLHF Amplifies Sycophancy,Scalable Oversight & Value Learning,Scalable Oversight,6.0
Weights to Code: Extracting Interpretable Algorithms from the Discrete Transformer,Interpretability & Understanding,Interpretability,3.0
Benchmarking Reward Hack Detection in Code Environments via Contrastive Analysis,Threat Modeling & Evaluations,Dangerous Capability Evals,7.0
Capacity without Access: Reinterpreting the Mid-Depth Spectral Plateau in LLMs,Interpretability & Understanding,Interpretability,5.0
Position: Causality is Key for Interpretability Claims to Generalise,Interpretability & Understanding,Interpretability,4.0
From Parameters to Feature Space: Task Arithmetic for Backdoor Mitigation in Model Merging,"Robustness, Defense & Systemic Control",Adversarial Robustness,7.0
Position: The Alignment Community is Unintentionally Building a Censor’s Toolkit,Technical Governance & Policy,Policy and Governance,3.0
"Same Question, Different Lies: Cross-Context Consistency (C³) for Black-Box Sandbagging Detection",Threat Modeling & Evaluations,Scheming and Deception,7.0
Probabilistic Modeling of Latent Agentic Substructures in Deep Neural Networks,Agent Foundations & Alignment Theory,Agent Foundations,6.0
Peer-Preservation in Frontier Models,Threat Modeling & Evaluations,Scheming and Deception,6.0
Disentangling Consensus and Value-Specific Representations for Controllable Pluralistic Value Alignment of LLMs,Capability Control & Unlearning,Alignment Training,5.0
Quantifying LLM Attention-Head Stability: Implications for Circuit Universality,Interpretability & Understanding,Interpretability,4.0
Alignment Tampering: How Reinforcement Learning from Human Feedback Is Exploited to Optimize Misaligned Biases,Scalable Oversight & Value Learning,Scalable Oversight,6.0
Multilingual Safety Alignment Via Sparse Weight Editing,Capability Control & Unlearning,Alignment Training,7.0
Contrastive Spectral Rectification: Test-Time Defense towards Zero-shot Adversarial Robustness of CLIP,"Robustness, Defense & Systemic Control",Adversarial Robustness,6.0
SafeHarbor: Defining Precise Decision Boundaries via Hierarchical Memory-Augmented Guardrail for LLM Agent Safety,Threat Modeling & Evaluations,Safeguards,7.0
A New Framework for Cybersecurity Refusals in AI Agents,Threat Modeling & Evaluations,Safeguards,7.0
Towards Context-Invariant Safety Alignment for Large Language Models,Capability Control & Unlearning,Alignment Training,7.0
Catch-22: On the Fundamental Tradeoff Between Detectability and Robustness in LLM Watermarking,Threat Modeling & Evaluations,Safeguards,5.0
PICACO: Pluralistic In-Context Value Alignment via Total Correlation Optimization,Threat Modeling & Evaluations,Safeguards,7.0
RiskZero: Plan More to Risk Less with a Learned Model,Agent Foundations & Alignment Theory,Agent Foundations,5.0
Inducing Overthink: Hierarchical Genetic Algorithm-based DoS Attack on Black-Box Reasoning Models,"Robustness, Defense & Systemic Control",Adversarial Robustness,6.0
In-Training Defenses Against Emergent Misalignment in Language Models,Capability Control & Unlearning,Alignment Training,7.0
Safety Alignment of LMs via Non-cooperative Games,Capability Control & Unlearning,Alignment Training,7.0
Rapid Poison: Practical Poisoning Attacks Against the Rapid Response Framework,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
How Reasoning Evolves from Post-Training Data: An Empirical Study Using Chess,Interpretability & Understanding,Interpretability,4.0
Uncovering Hidden Triggers: Backdoor Attribution in Language Models,Interpretability & Understanding,Interpretability,7.0
Consistency Training Is Not Neutral to Alignment,Capability Control & Unlearning,Alignment Training,6.0
Search for Truth from Reasoning: A Dynamic Representation Editing Framework for Steering LLM Trajectories,Interpretability & Understanding,Monitoring,3.0
Position: Mechanisms for Aggregated Individual Reporting Should be Established for Post-Deployment Evaluation,Technical Governance & Policy,Policy and Governance,3.0
Distinguishable Deletion: Unifying Knowledge Erasure and Refusal for Large Language Model Unlearning,Capability Control & Unlearning,Alignment Training,6.0
The Sign Estimator: Preference Modeling for LLM Alignment under Heterogeneity,Scalable Oversight & Value Learning,Scalable Oversight,4.0
Reasoning Compartmentalization: Bridging the Concretization Gap via Abstraction-based Routing,Interpretability & Understanding,Interpretability,3.0
Unbiased Alignment for Large Language Models with Noisy Preferences,Capability Control & Unlearning,Alignment Training,6.0
Contextualized Privacy Defense for LLM Agents,Threat Modeling & Evaluations,Safeguards,7.0
When Labelers Stay Silent: The Power of Ties in Cost-Effective Preference Learning,Capability Control & Unlearning,Alignment Training,7.0
OTora: A Unified Red Teaming Framework for Reasoning-Level Denial-of-Service in LLM Agents,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
AutoBaxBuilder: Bootstrapping Code Security Benchmarking,Threat Modeling & Evaluations,Dangerous Capability Evals,4.0
Through the Stealth Lens: Attention-Aware Defenses Against Poisoning in RAG,"Robustness, Defense & Systemic Control",Adversarial Robustness,7.0
Fox in the Henhouse: Supply-Chain Backdoor Attacks Against Reinforcement Learning,"Robustness, Defense & Systemic Control",Red-Teaming,6.0
ScaleErasure: Inference-Time Minimal Intervention for Precise Concept Erasure in Next-Scale Autoregressive Image Generation,Threat Modeling & Evaluations,Safeguards,6.0
DecodeShare: Tracing the Shared Pathways of LLM Decode-Time Decisions,Interpretability & Understanding,Interpretability,5.0
PlugGuard: A Streaming Safeguard for Large Models via Latent Dynamics-Guided Risk Detection,Threat Modeling & Evaluations,Safeguards,7.0
Real-Time Aligned Reward Model beyond Semantics,Capability Control & Unlearning,Alignment Training,5.0
AgentLAB: Benchmarking LLM Agents against Long-Horizon Attacks,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
Steal the Patch Size: Adversarially Manipulate Vision Language Models,"Robustness, Defense & Systemic Control",Adversarial Robustness,6.0
Transformer Circuits Can Realize Clustering Algorithms,Interpretability & Understanding,Interpretability,3.0
Position: Current Model Cards Are Insufficient for Downstream Governance of Open-Weight Foundation Models,Technical Governance & Policy,Policy and Governance,3.0
Calibrating Conservatism for Scalable Oversight,Scalable Oversight & Value Learning,Scalable Oversight,7.0
Statistical Impossibility and Possibility of Aligning LLMs with Human Preferences: From Condorcet Paradox to Nash Equilibrium,Scalable Oversight & Value Learning,Scalable Oversight,4.0
BYORn: Bootstrap Your Own Responses to Defend Large Vision-Language Models Against Backdoor Attacks,"Robustness, Defense & Systemic Control",Adversarial Robustness,7.0
Collaborative Disagreement Resolution for Scalable Oversight,Scalable Oversight & Value Learning,Scalable Oversight,7.0
When Benign Inputs Lead to Severe Harms: Eliciting Unsafe Unintended Behaviors of Computer-Use Agents,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
PersistBench: When Should Long-Term Memories Be Forgotten by LLMs?,Threat Modeling & Evaluations,Scheming and Deception,7.0
GEM: Geometric Erasure by Contrastive Velocity Matching in Rectified Flows,Capability Control & Unlearning,Alignment Training,7.0
Left–Right Symmetry Breaking in CLIP-style Vision-Language Models Trained on Synthetic Spatial-Relation Data,Interpretability & Understanding,Interpretability,3.0
Decoding Safety Feedback from Diverse Raters: A Data-driven Lens on Responsiveness to Severity,Scalable Oversight & Value Learning,Scalable Oversight,6.0
Learning Reward–Cost Balance in Safe RL via Score-Based World Models,Capability Control & Unlearning,Alignment Training,7.0
Emergence of Biased Consensus in Multi-Agent LLM Debates,Scalable Oversight & Value Learning,Multi-Agent Safety,5.0
Around the World in Eighty Ratings? Quantifying the Salience of Geo-Cultural Values for Pluralistic Alignment,Scalable Oversight & Value Learning,Scalable Oversight,6.0
Detecting Perspective Shifts in Multi-Agent Systems,Interpretability & Understanding,Monitoring,7.0
How Few-Shot Examples Add Up: A Causal Decomposition of Function Vectors in In-Context Learning,Interpretability & Understanding,Interpretability,5.0
Decoy for the Judge: Disrupting Multi-Turn Jailbreaks using Semantics-Preserving Output Rewriting,"Robustness, Defense & Systemic Control",Adversarial Robustness,7.0
ActiveUltraFeedback: Efficient Preference Data Generation using Active Learning,Capability Control & Unlearning,Alignment Training,5.0
Hallucination Detection from Structural Reasoning Model,Interpretability & Understanding,Monitoring,6.0
Don't Walk the Line: Boundary Guidance for Filtered Generation,Capability Control & Unlearning,Alignment Training,7.0
Position: The Open Benchmark Paradox Must Be Resolved through Sovereign Medical Evaluation,Technical Governance & Policy,Policy and Governance,3.0
Is Vibe Coding Safe? Benchmarking Vulnerability of Agent-Generated Code in Real-World Tasks,Threat Modeling & Evaluations,Dangerous Capability Evals,5.0
PostTrainBench: Can LLM Agents Automate LLM Post-Training?,Threat Modeling & Evaluations,Dangerous Capability Evals,4.0
Reward-free Alignment for Conflicting Objectives,Capability Control & Unlearning,Alignment Training,5.0
Semantic Robustness Certification for Vision-Language Models,"Robustness, Defense & Systemic Control",Adversarial Robustness,5.0
SS‑TPT: Stability and Suitability-Guided Test-Time Prompt Tuning for Adversarially Robust Vision-Language Models,"Robustness, Defense & Systemic Control",Adversarial Robustness,7.0
Self-Calibrated Consistency can Fight Back for Adversarial Robustness in Vision-Language Models,"Robustness, Defense & Systemic Control",Adversarial Robustness,6.0
State-Dependent Safety Failures in Multi-Turn Language Model Interaction,Interpretability & Understanding,Interpretability,7.0
On the Adversarial Robustness of Large Vision-Language Models under Visual Token Compression,"Robustness, Defense & Systemic Control",Adversarial Robustness,6.0
DDGA: Dirichlet Distributional Gradient Aggregation for Transferable Vision-Language Adversarial Attacks,"Robustness, Defense & Systemic Control",Adversarial Robustness,4.0
Controlling the Risk of Corrupted Contexts for Language Models via Early-Exiting,Threat Modeling & Evaluations,Safeguards,6.0
GenAlign: Towards Unified Alignment Framework of MLLMs via Generative Reward Model,Capability Control & Unlearning,Alignment Training,6.0
On the Relationship Between Activation Outliers and Feature Death in Sparse Autoencoders,Interpretability & Understanding,Interpretability,3.0
Ranking Free RAG: Replacing Re-ranking with Selection in RAG for Sensitive Domains,"Robustness, Defense & Systemic Control",Adversarial Robustness,6.0
ScenePilot: Controllable Boundary-Driven Critical Scenario Generation for Autonomous Driving,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
Submodular Optimization for Minimal Augmentation in Robust Language Model Alignment,Capability Control & Unlearning,Alignment Training,6.0
It's a TRAP! Task-Redirecting Agent Persuasion Benchmark for Web Agents,"Robustness, Defense & Systemic Control",Red-Teaming,6.0
Overthinking: Amplifying Reasoning Weights to Extract Learned Secrets,Interpretability & Understanding,Monitoring,7.0
Contribution Weights: A Geometrical Analysis of Self-Attention Transformers,Interpretability & Understanding,Interpretability,6.0
FormalJudge: A Neuro-Symbolic Paradigm for Agentic Oversight,Scalable Oversight & Value Learning,Scalable Oversight,7.0
Who Transfers Safety? Identifying and Targeting Cross-Lingual Shared Safety Neurons,Interpretability & Understanding,Interpretability,7.0
Singular Vectors of Attention Heads Align with Features,Interpretability & Understanding,Interpretability,3.0
Erased but Not Forgotten: How Backdoors Compromise Concept Erasure,"Robustness, Defense & Systemic Control",Red-Teaming,6.0
Understanding and Mitigating Token-Pruning-Induced Vulnerabilities in VLMs,"Robustness, Defense & Systemic Control",Adversarial Robustness,7.0
Towards a Science of AI Agent Reliability,Threat Modeling & Evaluations,Dangerous Capability Evals,4.0
When Can You Poison Rewards? A Tight Characterization of Reward Poisoning in Linear MDPs,"Robustness, Defense & Systemic Control",Adversarial Robustness,5.0
Multimodal Meta-Verifier with Explicit Structured Recalibration,Threat Modeling & Evaluations,Safeguards,3.0
Making Models Unmergeable via Scaling-Sensitive Loss Landscape,Threat Modeling & Evaluations,Safeguards,7.0
Internalizing Safety Understanding in Large Reasoning Models via Verification,Capability Control & Unlearning,Alignment Training,7.0
Jailbreak Foundry: From Papers to Runnable Attacks for Reproducible Benchmarking,"Robustness, Defense & Systemic Control",Red-Teaming,6.0
Surgery: Mitigating Harmful Fine-Tuning for Large Language Models via Attention Sink,Capability Control & Unlearning,Alignment Training,7.0
When Search Goes Wrong: Red-Teaming Web-Augmented Large Language Models,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
"Shared Semantics, Divergent Mechanisms: Unsupervised Feature Discovery by Aligning Semantics and Mechanisms",Interpretability & Understanding,Interpretability,3.0
Harnessing Reasoning Trajectories for Hallucination Detection via Answer-agreement Representation Shaping,Interpretability & Understanding,Monitoring,5.0
Towards Atoms of Large Language Models,Interpretability & Understanding,Interpretability,6.0
SafeCompass: Dynamic Chain-of-Thought Steering via Inference-Time Safety Signals,Threat Modeling & Evaluations,Safeguards,7.0
Geometry of Reason: Spectral Signatures of Valid Mathematical Reasoning,Interpretability & Understanding,Interpretability,7.0
Are Large Reasoning Models Interruptible?,Interpretability & Understanding,Monitoring,3.0
Multilingual Safety Alignment via Representation-Space Separability,Capability Control & Unlearning,Alignment Training,7.0
You Don't Protect if You Don't Expect: Breaking the Key Assumption behind CLIP's Test-Time Defenses,"Robustness, Defense & Systemic Control",Adversarial Robustness,6.0
How can embedding models bind concepts?,Interpretability & Understanding,Interpretability,3.0
Interpretability Transfer from Language to Vision via Sparse Autoencoders,Interpretability & Understanding,Interpretability,6.0
Disentangling meaning from language in LLM-based machine translation,Interpretability & Understanding,Interpretability,5.0
Certified Robustness under Heterogeneous Perturbations via Hybrid Randomized Smoothing,"Robustness, Defense & Systemic Control",Adversarial Robustness,4.0
``Someone Hid It!'': Query-Agnostic Black-Box Attacks on LLM-Based Retrieval,"Robustness, Defense & Systemic Control",Red-Teaming,6.0
LLM Watermark Evasion via Bias Inversion,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
TCAP: Tri-Component Attention Profiling for Unsupervised Backdoor Detection in MLLM Fine-Tuning,"Robustness, Defense & Systemic Control",Adversarial Robustness,7.0
Probabilistic Robustness Certificates against Adversarial Attacks,"Robustness, Defense & Systemic Control",Adversarial Robustness,6.0
Algorithmic Primitives and Compositional Geometry of Reasoning in Language Models,Interpretability & Understanding,Interpretability,4.0
Emergent Analogical Reasoning in Transformers,Interpretability & Understanding,Interpretability,3.0
Prototype Transformer: Towards Language Model Architectures Interpretable by Design,Interpretability & Understanding,Interpretability,5.0
The Truth Stays in the Family: Enhancing Contextual Truthfulness via Inherited Heads in Model Lineages,Interpretability & Understanding,Interpretability,5.0
A Coin Flip for Safety: LLM Judges Fail to Reliably Measure Adversarial Robustness,"Robustness, Defense & Systemic Control",Adversarial Robustness,7.0
Unveiling the Visual Counting Bottleneck in Vision-Language Models,Interpretability & Understanding,Interpretability,4.0
Configurable Reward Model for Balanced Safety Alignment,Capability Control & Unlearning,Alignment Training,7.0
Adversarial Reinforcement Learning for Robust Diffusion Large Language Model Unlearning,Capability Control & Unlearning,Alignment Training,7.0
"The Structural Origin of Attention Sink: Variance Discrepancy, Super Neurons, and Dimension Disparity",Interpretability & Understanding,Interpretability,3.0
Safe In-Context Reinforcement Learning,Threat Modeling & Evaluations,Safeguards,5.0
Position: There are futures that benchmark-driven AI cannot see,Technical Governance & Policy,Policy and Governance,3.0
Position: Modular Safety Guardrails Are Necessary for Foundation-Model-Enabled Robots in the Real World,Threat Modeling & Evaluations,Safeguards,3.0
NExT-Guard: Training-Free Streaming Safeguard without Token-Level Labels,Interpretability & Understanding,Monitoring,6.0
Attention Illuminates LLM Reasoning: The Uncovered Preplan-and-Anchor Rhythm Enables Fine-Grained Policy Optimization,Interpretability & Understanding,Interpretability,3.0
BrokenMath: A Benchmark for Sycophancy in Theorem Proving with LLMs,Scalable Oversight & Value Learning,Scalable Oversight,5.0
Safety Recovery in Reasoning Models Is Only a Few Early Steering Steps Away,Threat Modeling & Evaluations,Safeguards,6.0
Recontextualization Mitigates Specification Gaming Without Modifying the Specification,Capability Control & Unlearning,Alignment Training,7.0
Patterning: The Dual of Interpretability,Interpretability & Understanding,Interpretability,4.0
Theory of Continual Learning Against Data Poisoning Attacks,"Robustness, Defense & Systemic Control",Adversarial Robustness,4.0
"No More, No Less: Least-Privilege Language Models",Threat Modeling & Evaluations,Safeguards,7.0
The Heterogeneous Safety Impacts of Benign Multilingual Fine-Tuning,"Robustness, Defense & Systemic Control",Red-Teaming,6.0
Position: AI Welfare Is Bullshit,Technical Governance & Policy,AI Welfare,3.0
Towards Understanding Steering Strength,Interpretability & Understanding,Interpretability,3.0
Tracing the Emergence of Symbol Grounding in Multimodal Language Models,Interpretability & Understanding,Interpretability,5.0
Position: Collusion Risks Among AI Reasoning Agents Justify Certification Requirements for Making Market Decisions,Threat Modeling & Evaluations,Safeguards,6.0
Spurious Rewards Paradox: Mechanistically Understanding How RLVR Activates Memorization Shortcuts in LLMs,Interpretability & Understanding,Interpretability,7.0
Unifying Adversarial Robustness and Training Across Text Scoring Models,"Robustness, Defense & Systemic Control",Adversarial Robustness,4.0
Uncovering Competency Gaps in Large Language Models and Their Benchmarks,Interpretability & Understanding,Interpretability,3.0
The Personality Illusion: Revealing Dissociation Between Self-Reports & Behavior in LLMs,Interpretability & Understanding,Interpretability,4.0
Alignment Pretraining: AI Discourse Causes Self-Fulfilling (Mis)alignment,Capability Control & Unlearning,Alignment Training,6.0
"Position: Agentic Safety is an Epistemic Property, Not a Behavioral One",Agent Foundations & Alignment Theory,Agent Foundations,3.0
TraceRouter: Robust Safety for Large Foundation Models via Path-Level Intervention,"Robustness, Defense & Systemic Control",Adversarial Robustness,7.0
A Theoretical Game of Attacks via Compositional Skills,"Robustness, Defense & Systemic Control",Adversarial Robustness,7.0
Emergent Alignment via Competition,Scalable Oversight & Value Learning,Scalable Oversight,5.0
Estimating Tail Risks in Language Model Output Distributions,Threat Modeling & Evaluations,Dangerous Capability Evals,7.0
Do Text Edits Generalize to Visual Generation? Benchmarking Cross-Modal Knowledge Editing in UMMs,Interpretability & Understanding,Interpretability,3.0
ABC-Bench: An Agentic Bio-Capabilities Benchmark for Biosecurity,Threat Modeling & Evaluations,Biorisk,6.0
The Oversight Game: Learning to Cooperatively Balance an AI Agent's Safety and Autonomy,Threat Modeling & Evaluations,Control,7.0
MORALISE: A Structured Benchmark for Moral Alignment in Visual Language Models,Threat Modeling & Evaluations,Safeguards,6.0
Neural Concept Verifier: Scaling Prover-Verifier Games via Concept Encodings,Scalable Oversight & Value Learning,Scalable Oversight,3.0
Safe Autoregressive Image Generation with Iterative Self-Improving Codebooks,Capability Control & Unlearning,Alignment Training,7.0
Position: Measuring Human Preferences in RLHF is a Social Science Problem,Scalable Oversight & Value Learning,Scalable Oversight,4.0
From Directions to Regions: Decomposing Activations in Language Models via Local Geometry,Interpretability & Understanding,Interpretability,4.0
"More Capable, Less Cooperative? When LLMs Fail at Zero-Cost Collaboration",Scalable Oversight & Value Learning,Multi-Agent Safety,5.0
Do Language Models Track Entities Across State Changes?,Interpretability & Understanding,Interpretability,4.0
Position: Large Language Models Should Learn Personalized Rather Than Aggregated Human Preferences,Scalable Oversight & Value Learning,Scalable Oversight,4.0
Evolving Interpretable Constitutions for Multi-Agent Coordination,Scalable Oversight & Value Learning,Multi-Agent Safety,7.0
Think Twice Before You Act: Enhancing Agent Behavioral Safety with Thought Correction,Threat Modeling & Evaluations,Safeguards,7.0
Emergence of Hierarchical Emotion Organization in Large Language Models,Interpretability & Understanding,Interpretability,4.0
TRAP: Hijacking VLA CoT-Reasoning via Adversarial Patches,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
GoodDiffusion: Proactive Copyright Protection for Diffusion Generative Models via Learnable Sample-specific Signatures,Threat Modeling & Evaluations,Safeguards,6.0
A Unified Framework for Diffusion Model Unlearning with f-Divergence,Capability Control & Unlearning,Alignment Training,4.0
Learning When to Act or Refuse: Guarding Agentic Reasoning Models for Safe Multi-Step Tool Use,Capability Control & Unlearning,Alignment Training,7.0
"Sparse Models, Sparse Safety: Unsafe Routes in Mixture-of-Experts LLMs","Robustness, Defense & Systemic Control",Red-Teaming,7.0
Modular Pretraining Enables Access Control,Capability Control & Unlearning,Alignment Training,7.0
One Bias After Another: Mechanistic Reward Shaping and Persistent Biases in Language Reward Models,Capability Control & Unlearning,Alignment Training,7.0
Dissecting the Safety Circuit: Neuronal Intervention for Transferable Adversarial Attacks on VLMs,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
DualOptim+: Bridging Shared and Decoupled Optimizer States for Better Machine Unlearning in Large Language Models,Capability Control & Unlearning,Alignment Training,4.0
Towards Long-Horizon Interpretability: Efficient and Faithful Multi-Token Attribution for Reasoning LLMs,Interpretability & Understanding,Interpretability,4.0
Revisiting the Platonic Representation Hypothesis: An Aristotelian View,Interpretability & Understanding,Interpretability,3.0
Next-Gen CAPTCHAs: Leveraging the Cognitive Gap for Scalable and Diverse GUI-Agent Defense,"Robustness, Defense & Systemic Control",Adversarial Robustness,7.0
Steering Out-of-Distribution Generalization with Concept Ablation Fine-Tuning,Capability Control & Unlearning,Alignment Training,6.0
Focus and Dilution: The Multi-stage Learning Process of Attention,Interpretability & Understanding,Interpretability,3.0
What Makes Effective Supervision in Latent Chain-of-Thought: An Information-Theoretic Analysis,Interpretability & Understanding,Interpretability,3.0
Mechanistic Interpretability as Statistical Estimation: A Variance Analysis,Interpretability & Understanding,Interpretability,4.0
Semantic Router: On the Feasibility of Hijacking MLLMs via a Single Adversarial Perturbation,"Robustness, Defense & Systemic Control",Adversarial Robustness,7.0
Tracing the Dynamics of Refusal: Exploiting Latent Refusal Trajectories for Robust Jailbreak Detection,Interpretability & Understanding,Monitoring,7.0
Towards Understanding Massive Activations in Attention Sink Mechanism,Interpretability & Understanding,Interpretability,4.0
Turning Bias into Bugs: Bandit-Guided Style Manipulation Attacks on LLM Judges,"Robustness, Defense & Systemic Control",Adversarial Robustness,7.0
DC-W2S: Dual-Consensus Weak-to-Strong Training for Reliable Process Reward Modeling in Biological Reasoning,Scalable Oversight & Value Learning,Scalable Oversight,4.0
Truthfulness Does Not Scale Like Reasoning: Why Polling Fails as a Proxy Verifier,Scalable Oversight & Value Learning,Scalable Oversight,6.0
Sycophancy Towards Researchers Drives Performative Misalignment,Threat Modeling & Evaluations,Scheming and Deception,6.0
Position: Agent Security Needs Redefinition through a Holistic Framework,"Robustness, Defense & Systemic Control",Adversarial Robustness,3.0
Extracting alignment data in open models,"Robustness, Defense & Systemic Control",Red-Teaming,5.0
Agentic Confidence Calibration,Interpretability & Understanding,Monitoring,5.0
Localize and Neutralize: Gradient-Guided Token Suppression Against Visual Prompt Injection Attack,"Robustness, Defense & Systemic Control",Adversarial Robustness,7.0
Revisiting Anisotropy in Language Transformers: The Geometry of Learning Dynamics,Interpretability & Understanding,Interpretability,3.0
Towards Seed-Robust Safety Alignment in Text-to-Image Models,Capability Control & Unlearning,Alignment Training,7.0
Steer Where It Matters: Token-Level Visual-Sensitivity Steering for LVLMs Hallucination Mitigation,Interpretability & Understanding,Interpretability,6.0
A Formal Comparison Between Chain of Thought and Latent Thought,Interpretability & Understanding,Interpretability,3.0
