id,title,step1_class,is_safety,primary_objective_score,method_score,evaluation_score,total_score,subdomain,confidence,reasoning
79SSF3ppjS,Decomposed Attention Fusion in MLLMs for Training-free Video Reasoning Segmentation,3,False,0,0,0,0,,high,"The paper focuses on improving video reasoning segmentation and localization capabilities in MLLMs without training, with no mention of AI safety, alignment, or catastrophic risk."
cgmo3v18sx,"Matched Data, Better Models: Target Aligned Data Filtering with Sparse Autoencoders",3,False,0,0,0,0,,high,"The paper focuses on improving model performance and efficiency through a novel data filtering method for vision language models, with no explicit safety or alignment motivation."
tkE29O0jzF,WRING Out The Bias: A Rotation-Based Alternative To Projection Debiasing,1,False,0,0,0,0,,high,"The paper focuses on traditional ML debiasing of vision-language models to remove spurious correlations, which falls under Ethics & Fairness."
qBORZkk28r,A High Quality Dataset and Reliable Evaluation for Interleaved Image-Text Generation,3,False,0,0,0,0,,high,"The paper focuses on improving the capabilities of Large Multimodal Models for interleaved image-text generation through a new dataset and evaluation metric, with no mention of AI safety or alignment."
mu8sO1Vw0C,Dual-IPO: Dual-Iterative Preference Optimization for Text-to-Video Generation,3,False,0,0,0,0,,high,"The paper focuses on improving the quality and human preference alignment of text-to-video generation, which is a general capability improvement (RLHF-style) rather than AI safety or alignment against catastrophic risks."
2kKXbsRhYI,Long Chain-of-Thought Reasoning Across Languages,3,False,0,0,0,0,,high,"The paper focuses on improving and understanding the multilingual capabilities of long chain-of-thought reasoning, which is a general capability goal without an explicit safety or alignment motivation."
RlPVSeKjoc,Extending the Context of Pretrained LLMs by Dropping Their Positional Embedding,3,False,0,0,0,0,,high,"The paper focuses on extending the context window of LLMs through a modification of positional embeddings, which is a general capability improvement with no explicit safety or alignment motivation."
CWpQsAubxy,ActiveCQ: Active Estimation of Causal Quantities,3,False,0,0,0,0,,high,"The paper focuses on sample-efficient active learning for estimating causal quantities using Gaussian processes, which is a general machine learning capability improvement with no explicit AI safety or alignment motivation."
xjCkwPhQWq,SceneTransporter: Optimal Transport-Guided Compositional Latent Diffusion for Single-Image  Structured 3D Scene Generation,3,False,0,0,0,0,,high,"The paper focuses on improving 3D scene generation from images using Optimal Transport and Diffusion models, with no mention of AI safety, alignment, or catastrophic risk."
stMX9KBhUI,Towards Improved Sentence Representations using Token Graphs,3,False,0,0,0,0,,high,"The paper focuses on improving sentence representations and pooling methods for general NLP tasks, with no mention of AI safety, alignment, or catastrophic risk."
s79tJrxDmt,Beyond Hearing: Learning Task-Agnostic ExG Representations from Earphones via Physiology-Informed Tokenization,3,False,0,0,0,0,,high,"The paper focuses on learning general representations for electrophysiological signals from earphone-based sensors for health/physiology monitoring, with no relation to AI safety or alignment."
Vu8YXDooG5,PETRI: Learning Unified Cell Embeddings from Unpaired Modalities via Early-Fusion Joint Reconstruction,3,False,0,0,0,0,,high,"The paper focuses on multimodal biological data integration for cell embeddings and does not address AI safety, alignment, or catastrophic risk."
TISRmGHpjQ,Function Induction and Task Generalization: An Interpretability Study with Off-by-One Addition,4,True,3,2,1,6,Interpretability,high,"The paper uses mechanistic interpretability techniques (path patching, circuit analysis) to understand the internal mechanisms of task generalization in LLMs, specifically identifying a 'function induction' mechanism."
oKGe5wcMbt,Dual-Robust Cross-Domain Offline Reinforcement Learning Against Dynamics Shifts,3,False,0,0,0,0,,high,"The paper focuses on robustness to dynamics shifts in offline reinforcement learning, which is a standard ML reliability/generalization problem rather than a frontier AI safety or alignment concern."
pN261iTKvr,Learning to Segment for Vehicle Routing Problems,3,False,0,0,0,0,,high,"The paper focuses on improving the efficiency and speed of solving Vehicle Routing Problems using a neural framework, with no mention of AI safety, alignment, or catastrophic risk."
ugZKZ8vufv,"The CoT Encyclopedia: Analyzing, Predicting, and Controlling how a Reasoning Model will Think",2,False,0,0,0,0,,high,"The paper focuses on analyzing and steering reasoning strategies (CoT) to improve problem-solving and general reliability, which falls under XAI capabilities and usability rather than existential or frontier AI safety."
Rg8PBd9Ow2,Leveraging Explanation to Improve Generalization of Meta Reinforcement Learning,3,False,0,0,0,0,,high,"The paper focuses on improving the generalization and performance of meta-reinforcement learning through a two-stage optimization approach, with no mention of AI safety, alignment, or catastrophic risk."
odmeUlWta8,In-Context Multi-Objective Optimization,3,False,0,0,0,0,,high,"The paper focuses on improving the efficiency and generalization of multi-objective Bayesian optimization using a transformer-based policy, with no explicit AI safety or alignment motivation."
y1OWj26FCo,Programming by Backprop: An Instruction is Worth 100 Examples When Finetuning LLMs,3,False,0,0,0,0,,high,"The paper focuses on improving sample efficiency and the ability of LLMs to learn procedural knowledge from declarative instructions, which is a general capability improvement with no explicit safety or alignment motivation."
GP5RHZnEsw,DRPO: Efficient Reasoning via Decoupled Reward Policy Optimization,3,False,0,0,0,0,,high,"The paper focuses on improving the efficiency and conciseness of reasoning models to reduce computational cost and latency, which is a general capability/performance improvement rather than an AI safety or alignment goal."
i7QNKZioN6,Measuring LLM Novelty As The Frontier Of Original And High-Quality Output,3,False,0,0,0,0,,high,"The paper focuses on measuring the novelty and quality of LLM outputs for creative tasks, which is a general capability evaluation with no safety or alignment motivation."
wsxGCaBjWC,Gradient Descent with Large Step Sizes: Chaos and Fractal Convergence Region,3,False,0,0,0,0,,high,"The paper focuses on the mathematical properties of gradient descent convergence and optimization dynamics in matrix factorization, with no mention of AI safety or alignment."
s0zLtkY7iu,Teaching Metric Distance to Discrete Autoregressive Language Models,3,False,0,0,0,0,,high,The paper focuses on improving the training objective for discrete autoregressive models to better handle metric distances for general capabilities like visual grounding and robotics.
9OUg0nJE72,On-the-Fly Adaptation to Quantization: Configuration-Aware LoRA for Efficient Fine-Tuning of Quantized LLMs,3,False,0,0,0,0,,high,"The paper focuses on model compression, quantization, and efficient fine-tuning for edge device deployment, which are general capability and efficiency improvements with no safety or alignment motivation."
QEcSLhfOoQ,Minimax Optimal Adversarial Reinforcement Learning,3,False,0,0,0,0,,high,"The paper focuses on the theoretical regret bounds of reinforcement learning in adversarial environments, which is a standard problem in robust RL/control theory rather than frontier AI safety or alignment."
rJilRU8D3c,InterActHuman: Multi-Concept Human Animation with Layout-Aligned Audio Conditions,3,False,0,0,0,0,,high,The paper focuses on improving multi-modal human animation and video generation capabilities with no mention of AI safety or alignment.
hOJS9RB1NU,Webscale-RL: Automated Data Pipeline for Scaling RL Data to Pretraining Levels,3,False,0,0,0,0,,high,"The paper focuses on improving model performance and reasoning capabilities through a scalable RL data pipeline, with no explicit safety or alignment motivation."
ZAflv4dxQ9,Improving Online-to-Nonconvex Conversion for Smooth Optimization via Double Optimism,3,False,0,0,0,0,,high,"The paper focuses on improving the convergence rates and efficiency of nonconvex optimization algorithms, which is a general capability/mathematical optimization topic with no safety or alignment motivation."
OcLNKpcY4J,Controllable Video Generation with Provable Disentanglement,3,False,0,0,0,0,,high,"The paper focuses on improving the controllability and disentanglement of video generation using GANs, which is a general capability/architectural goal with no safety or alignment motivation."
qUQARlAx5y,Mixture-of-World Models: Scaling Multi-Task Reinforcement Learning with Modular Latent Dynamics,3,False,0,0,0,0,,high,"The paper focuses on improving sample efficiency and performance in multi-task reinforcement learning using a modular world model architecture, with no mention of AI safety or alignment."
yHUjWb6eMe,"Interact-RAG: Reason and Interact with the Corpus, Beyond Black-Box Retrieval",3,False,0,0,0,0,,high,"The paper focuses on improving the capabilities and performance of Retrieval-Augmented Generation (RAG) through a new interaction paradigm, with no mention of AI safety, alignment, or catastrophic risk."
wgGJE6Z1B3,Flatter Tokens are More Valuable for Speculative Draft Model Training,3,False,0,0,0,0,,high,"The paper focuses on improving the training efficiency of draft models for speculative decoding, which is a performance/efficiency optimization for LLM inference with no safety or alignment motivation."
BC7YLA0zJ0,In-Context Algorithm Emulation in Fixed-Weight Transformers,3,False,0,0,0,0,,high,"The paper focuses on the theoretical capabilities of Transformers to emulate algorithms via in-context prompting, with no mention of safety, alignment, or risk mitigation."
NAORIWBaoO,Gradient-Based Program Synthesis with Neurally Interpreted Languages,3,False,0,0,0,0,,high,"The paper focuses on improving program synthesis and compositional generalization through a novel neural architecture, with no mention of AI safety, alignment, or catastrophic risk."
V3eUas3VCL,DiffSparse: Accelerating Diffusion Transformers with Learned Token Sparsity,3,False,0,0,0,0,,high,"The paper focuses on improving the computational efficiency and inference speed of Diffusion Transformers through token sparsity, which is a general capability/performance improvement with no safety or alignment motivation."
UYM3yaiUX9,Feature compression is the root cause of adversarial fragility in neural networks,4,True,3,2,1,6,Adversarial Robustness,high,The paper focuses on the theoretical root cause of adversarial fragility in neural networks and proposes a matrix-theoretic explanation for their lack of robustness.
zbHpRwzrq5,Motion-Aligned Word Embeddings for Text-to-Motion Generation,3,False,0,0,0,0,,high,"The paper focuses on improving the performance and semantic alignment of text-to-motion generation, which is a general capability improvement with no safety or alignment motivation."
zZyxHmId3w,MIRACLE: Model-free Imitation and Reinforcement Learning for Adaptive Cut-Selection,3,False,0,0,0,0,,high,"The paper focuses on improving the efficiency and performance of Mixed-Integer Programming (MIP) solvers using RL, with no relation to AI safety or alignment."
kwy0cKmTm3,Understanding Sensitivity of Differential Attention through the Lens of Adversarial Robustness,2,False,0,0,0,0,,high,"The paper focuses on the adversarial robustness and sensitivity of a specific attention mechanism (Differential Attention) to understand its structural fragility, which falls under standard ML reliability and XAI capabilities rather than frontier AGI safety."
Qs0BieWYEN,ARROW: An Adaptive Rollout and Routing Method for Global Weather Forecasting,3,False,0,0,0,0,,high,"The paper focuses on improving the accuracy and efficiency of global weather forecasting using a Mixture-of-Experts architecture, with no mention of AI safety or alignment."
hJBPMSUNUG,Discovering heterogeneous synaptic plasticity rules via large-scale neural evolution,3,False,0,0,0,0,,high,"The paper focuses on discovering biologically plausible synaptic plasticity rules for neural networks using evolutionary algorithms to improve task performance, with no mention of AI safety, alignment, or catastrophic risk."
XIAta0WOJ6,Faster Gradient Methods for Highly-smooth Stochastic Bilevel Optimization,3,False,0,0,0,0,,high,"The paper focuses on the mathematical complexity and convergence rates of stochastic bilevel optimization, which is a general machine learning optimization problem with no safety or alignment motivation."
7x6TxVIarj,MME-Unify: A Comprehensive Benchmark for Unified Multimodal Understanding and Generation Models,3,False,0,0,0,0,,high,"The paper presents a benchmark for evaluating the general capabilities of unified multimodal models in comprehension and generation, with no mention of safety, alignment, or risk mitigation."
swwelQtLRn,Diversified Multinomial Logit Contextual Bandits,3,False,0,0,0,0,,high,"The paper focuses on improving the performance and regret bounds of contextual bandits by incorporating diversity, which is a standard machine learning capability/optimization problem with no safety or alignment motivation."
hWw269fPov,PAC-Bayes bounds for cumulative loss in Continual Learning,3,False,0,0,0,0,,high,"The paper focuses on generalization bounds for continual learning and catastrophic forgetting, which is a standard machine learning capability/reliability problem rather than frontier AI safety or alignment."
yqvNwfxRR6,Expertise Can Be Helpful for Reinforcement Learning-based Macro Placement,3,False,0,0,0,0,,high,"The paper focuses on improving the efficiency and performance of electronic design automation (EDA) using reinforcement learning, with no relation to AI safety or alignment."
kIIG4Km1lu,BRIDGE: Bi-level Reinforcement Learning for Dynamic Group Structure in Coalition Formation Games,3,False,0,0,0,0,,high,"The paper focuses on improving the efficiency and scalability of coalition formation in games using deep reinforcement learning, with no mention of AI safety, alignment, or catastrophic risk."
RPQKJxrEPs,A Scalable Constant-Factor Approximation Algorithm for $W_p$ Optimal Transport,3,False,0,0,0,0,,high,"The paper describes a mathematical optimization algorithm for Optimal Transport, which is a general machine learning/mathematics capability with no safety or alignment motivation."
IKnuyyPHCV,RECODE-H: A Benchmark for Research Code Development with Interactive Human Feedback,3,False,0,0,0,0,,high,"The paper focuses on improving the capability of LLMs to generate research code through iterative human feedback, which is a general capability improvement task with no safety or alignment motivation."
xpKe5qMaY4,GPS: Graph-guided Proactive Information Seeking in Large Language Models,2,False,0,0,0,0,,high,"The paper focuses on improving RAG system reliability and usability by enabling LLMs to ask clarifying questions to resolve ambiguity, which falls under standard reliability and XAI capabilities."
dtIf5HsOIn,A Derandomization Framework for Structure Discovery: Applications in Neural Networks and Beyond,3,False,0,0,0,0,,high,"The paper focuses on the theoretical dynamics of feature learning and structure discovery in neural networks to improve generalization, with no mention of AI safety, alignment, or catastrophic risk."
yhhbL9T1QB,FaSTA*: Fast-Slow Toolpath Agent with Subroutine Mining for Efficient Multi-turn Image Editing,3,False,0,0,0,0,,high,"The paper focuses on improving the efficiency and performance of a neurosymbolic agent for image editing tasks, with no mention of AI safety, alignment, or catastrophic risk."
ZgLEEp7AwL,Towards Sampling Data Structures for Tensor Products in Turnstile Streams,3,False,0,0,0,0,,high,"The paper focuses on improving the computational efficiency of attention mechanisms via sampling data structures, which is a general capability/efficiency improvement with no safety or alignment motivation."
vGk4D0fUzv,GraphShield: Graph-Theoretic Modeling of Network-Level Dynamics for Robust Jailbreak Detection,4,True,3,2,1,6,Safeguards,high,"The paper proposes a new inference-time detection mechanism (GraphShield) to prevent jailbreaks, which falls under general safety bounding and defense mechanisms (Safeguards)."
lKEdGCoDNC,ShinkaEvolve: Towards Open-Ended and Sample-Efficient Program Evolution,3,False,0,0,0,0,,high,"The paper focuses on improving the efficiency and performance of LLM-driven program evolution for scientific discovery and optimization, with no mention of AI safety or alignment."
fCZf20wK6p,NDAD: Negative-Direction Aware Decoding for Large Language Models via Controllable Hallucination Signal Injection,2,False,0,0,0,0,,high,"The paper focuses on mitigating hallucinations to improve factual adherence and reliability in current-generation LLMs, which falls under Class 2."
qEmKKvYr07,Mapping Semantic & Syntactic Relationships with Geometric Rotation,2,False,0,0,0,0,,high,"The paper focuses on general model interpretability regarding how semantic and syntactic relationships are encoded in embeddings, which falls under Class 2 (XAI Capabilities) rather than frontier AI safety."
HHNQSXaLkF,Tree-sliced Sobolev IPM,3,False,0,0,0,0,,high,"The paper focuses on improving the efficiency and expressiveness of probability distribution metrics (Optimal Transport/Sobolev IPM) for general ML performance, with no mention of AI safety or alignment."
omVhYvyTPJ,LongRLVR: Long-Context Reinforcement Learning Requires Verifiable Context Rewards,3,False,0,0,0,0,,high,"The paper focuses on improving long-context reasoning and grounding capabilities in LLMs using a new RL reward structure, with no mention of AI safety, alignment, or catastrophic risk."
LzCBLrNoyM,Learning What Reinforcement Learning Can't: Interleaved Online Fine-Tuning for Hardest Questions,3,False,0,0,0,0,,high,"The paper focuses on improving LLM reasoning capabilities by interleaving RL and SFT to expand the model's knowledge and problem-solving scope, with no mention of safety, alignment, or risk mitigation."
7pQv7qitFV,MicroVerse: A Preliminary Exploration Toward a Micro-World Simulation,3,False,0,0,0,0,,high,"The paper focuses on improving the capabilities of video generation models for microscale scientific simulations and benchmarking their fidelity, with no mention of AI safety, alignment, or catastrophic risk."
3Gy5mmyuxn,ROC-n-reroll: How verifier imperfection affects test-time scaling,3,False,0,0,0,0,,high,"The paper focuses on improving and understanding the performance of test-time scaling techniques (BoN and RS) for accuracy on math benchmarks, which is a general capability goal without an explicit safety or alignment motivation."
W7sVYFJAEp,Long-Context Attention Benchmark: From Kernel Efficiency to Distributed Context Parallelism,3,False,0,0,0,0,,high,"The paper focuses on the computational efficiency and scalability of long-context attention mechanisms, which is a general capability/performance improvement with no safety or alignment motivation."
WEEodalWQg,Explainable Token-level Noise Filtering for LLM Fine-tuning Datasets,3,False,0,0,0,0,,high,"The paper focuses on improving fine-tuning performance by filtering noise in datasets to enhance capabilities in math, code, and medicine, with no mention of AI safety, alignment, or catastrophic risk."
NEUgHT8dvH,MMPD: Diverse Time Series Forecasting via Multi-Mode Patch Diffusion Loss,3,False,0,0,0,0,,high,"The paper focuses on improving time series forecasting accuracy and diversity using a new loss function, with no mention of AI safety, alignment, or catastrophic risk."
WHrmlyQEM7,Evaluating Text Creativity across Diverse Domains: a Dataset and Large Language Model Evaluator,3,False,0,0,0,0,,high,"The paper focuses on improving the evaluation and generation of textual creativity in LLMs, which is a general capability goal with no explicit safety or alignment motivation."
MY0NHvqzi2,DriveMamba: Task-Centric Scalable State Space Model for Efficient End-to-End Autonomous Driving,3,False,0,0,0,0,,high,"The paper focuses on improving the efficiency and performance of end-to-end autonomous driving using State Space Models (Mamba), with no mention of AI safety, alignment, or catastrophic risk."
HL3TvE4Afm,Deep FlexQP: Accelerated Nonlinear Programming via Deep Unfolding,3,False,0,0,0,0,,high,"The paper focuses on accelerating nonlinear programming and quadratic programming solvers using deep unfolding, which is a general capability/optimization contribution with no safety or alignment motivation."
CfFj68C9Cn,Learning to Recall with Transformers Beyond Orthogonal Embeddings,3,False,0,0,0,0,,high,"The paper is a theoretical analysis of transformer storage capacity and retrieval mechanisms, focusing on general capabilities and learning dynamics rather than safety or alignment."
KkoS6y0pHP,3DSMT: A Hybrid Spiking Mamba-Transformer for Point Cloud Analysis,3,False,0,0,0,0,,high,"The paper focuses on improving the efficiency and performance of point cloud analysis using a hybrid SNN-Mamba-Transformer architecture, with no mention of AI safety or alignment."
DSOTgzeH3w,On the Limits of Sparse Autoencoders: A Theoretical Framework and Reweighted Remedy,4,True,3,2,1,6,Interpretability,high,"The paper focuses on improving Sparse Autoencoders (SAEs), a core technique in mechanistic interpretability, to better recover monosemantic features from LLMs."
gvUufgeJvV,Are LLMs Really Not Knowledgeable? Mining the Submerged Knowledge in LLMs' Memory,2,False,0,0,0,0,,high,"The paper focuses on hallucination mitigation and knowledge retrieval (truthfulness/reliability) for current-generation LLMs, which falls under Class 2."
DjefrO8TJr,Sparse CLIP: Co-Optimizing Interpretability and Performance in Contrastive Learning,2,False,0,0,0,0,,high,"The paper focuses on improving the interpretability of CLIP representations for general usability and performance, which falls under XAI capabilities rather than frontier AI safety."
nIOIfHHYzk,Toward Enhancing Representation Learning in Federated Multi-Task Settings,3,False,0,0,0,0,,high,"The paper focuses on improving representation learning and communication efficiency in federated multi-task learning, which is a general capability improvement with no safety or alignment motivation."
DcEuBwrWnB,Variation in Verification: Understanding Verification Dynamics in Large Language Models,2,False,0,0,0,0,,high,"The paper focuses on the reliability and performance of LLM verifiers for improving problem-solving accuracy (test-time scaling), which falls under reliability and XAI capabilities rather than existential AI safety."
WSpDZVEGNi,Measuring Physical-World Privacy Awareness of Large Language Models: An Evaluation Benchmark,1,False,0,0,0,0,,high,"The paper focuses on privacy awareness and social norms in embodied agents, which falls under traditional AI ethics and fairness (Class 1) rather than existential or frontier AGI safety."
iIvPuXoDs1,Stabilizing Policy Gradients for Sample-Efficient Reinforcement Learning in LLM Reasoning,3,False,0,0,0,0,,high,"The paper focuses on improving the sample efficiency and optimization stability of RL for LLM reasoning, which is a general capabilities improvement without an explicit safety or alignment motivation."
6UJf6B8RZ8,LikePhys: Evaluating Intuitive Physics Understanding in Video Diffusion Models via Likelihood Preference,3,False,0,0,0,0,,high,"The paper focuses on evaluating the physical plausibility and capabilities of video diffusion models, which is a general capability/performance task rather than an AI safety or alignment task."
fTygcJVOni,AdaRank: Adaptive Rank Pruning for Enhanced Model Merging,3,False,0,0,0,0,,high,"The paper focuses on improving the efficiency and performance of model merging for multi-task learning, which is a general capability/architectural improvement with no safety or alignment motivation."
XZNXSM4rHG,MRMR: A Realistic and Expert-Level Multidisciplinary Benchmark for Reasoning-Intensive Multimodal Retrieval,3,False,0,0,0,0,,high,"The paper focuses on creating a benchmark for multimodal retrieval and reasoning capabilities, with no explicit AI safety or alignment motivation."
yngvAamNQi,From Seeing to Doing: Bridging Reasoning and Decision for Robotic Manipulation,3,False,0,0,0,0,,high,"The paper focuses on improving the generalization and zero-shot performance of robotic manipulation via spatial reasoning, with no mention of AI safety, alignment, or catastrophic risk."
BRoAjhYWoQ,Anime-Ready: Controllable 3D Anime Character Generation with Body-Aligned Component-Wise Garment Modeling,3,False,0,0,0,0,,high,"The paper focuses on 3D character generation for animation and entertainment, which is a general capability task with no safety or alignment motivation."
E7YpL4L4Xh,EditScore: Unlocking Online RL for Image Editing via High-Fidelity Reward Modeling,3,False,0,0,0,0,,high,"The paper focuses on improving image editing performance using RL and reward modeling, which is a general capability improvement with no safety or alignment motivation."
I7yEcL5DWi,Rethinking Consistent Multi-Label Classification Under Inexact Supervision,3,False,0,0,0,0,,high,"The paper focuses on improving multi-label classification under weak supervision, which is a general machine learning capability problem with no safety or alignment motivation."
oWzLIDYime,Who Matters Matters: Agent-Specific Conservative Offline MARL,3,False,0,0,0,0,,high,"The paper focuses on improving collaboration and performance in offline multi-agent reinforcement learning through dynamic conservatism, which is a standard ML capability/efficiency goal rather than an AI safety or alignment goal."
meDMftHUlX,Distribution-Aware Multi-Granularity Phase Coding: Towards Lower Conversion Error for Spike-Driven Large Language Models,3,False,0,0,0,0,,high,"The paper focuses on improving the efficiency and accuracy of converting Artificial Neural Networks (ANNs) to Spiking Neural Networks (SNNs), which is a general capability/architectural efficiency goal with no safety or alignment motivation."
zV5FeNiWDO,Lavida-O: Elastic Large Masked Diffusion Models for Unified Multimodal Understanding and Generation,3,False,0,0,0,0,,high,"The paper focuses on improving multimodal understanding and generation capabilities using a new architecture, with no mention of AI safety, alignment, or risk mitigation."
8xTDnj39Ti,Vlaser: Vision-Language-Action Model with Synergistic Embodied Reasoning,3,False,0,0,0,0,,high,"The paper focuses on improving the capabilities of Vision-Language-Action models for robot control and embodied reasoning, with no mention of AI safety, alignment, or catastrophic risk mitigation."
BgSDPE24pa,Prior-free Tabular Test-time Adaptation,3,False,0,0,0,0,,high,"The paper focuses on improving model performance under distribution shift for tabular data, which is a general capability/reliability issue rather than an AI safety or alignment concern."
1TTeOEufHz,Don't Throw Away Your Pretrained Model,3,False,0,0,0,0,,high,"The paper focuses on improving general model performance and capabilities by combining pretrained and aligned models, rather than addressing existential risk, misalignment, or catastrophic safety."
y4kAMUBqLq,Local Success Does Not Compose: Benchmarking Large Language Models for Compositional Formal Verification,3,False,0,0,0,0,,high,"The paper focuses on improving the capabilities of LLMs in compositional formal verification and code synthesis, which is a general capability/performance goal without an explicit AI safety or alignment motivation."
QYtmqCoilk,Rethinking the Gold Standard: Why Discrete Curvature Fails to Fully Capture Over-squashing in GNNs?,3,False,0,0,0,0,,high,"The paper focuses on the architectural and mathematical properties of Graph Neural Networks (GNNs), specifically addressing the 'over-squashing' phenomenon and discrete curvature, with no mention of AI safety, alignment, or catastrophic risk."
cyQUZDMpg3,HiGS: History-Guided Sampling for Plug-and-Play Enhancement of Diffusion Models,3,False,0,0,0,0,,high,"The paper focuses on improving the image generation quality and sampling efficiency of diffusion models, which is a general capability improvement with no safety or alignment motivation."
gOkitaPCfZ,EditLens: Quantifying the Extent of AI Editing in Text,1,False,0,0,0,0,,high,"The paper focuses on detecting AI-edited text for authorship attribution and education, which falls under traditional AI ethics and data attribution (Class 1) rather than frontier AI safety."
GBWkRRJrdu,Generative Bayesian Optimization: Generative Models as Acquisition Functions,3,False,0,0,0,0,,high,"The paper focuses on improving Bayesian Optimization using generative models for better efficiency and scaling, with no mention of AI safety, alignment, or catastrophic risk."
Wtda8HpVp2,CreatiDesign: A Unified Multi-Conditional Diffusion Transformer for Creative Graphic Design,3,False,0,0,0,0,,high,"The paper focuses on improving the capabilities of diffusion models for automated graphic design and multi-condition control, with no mention of AI safety, alignment, or risk mitigation."
WtbXgc9GVA,LoRA meets Riemannion: Muon Optimizer for Parametrization-independent Low-Rank Adapters,3,False,0,0,0,0,,high,"The paper focuses on improving the optimization and convergence of Low-Rank Adaptation (LoRA) using Riemannian geometry, which is a general capability/efficiency improvement with no safety or alignment motivation."
n6E0r6kQWQ,SRFT: A Single-Stage Method with Supervised and Reinforcement Fine-Tuning for Reasoning,3,False,0,0,0,0,,high,"The paper focuses on improving reasoning performance and training efficiency by unifying SFT and RL, with no mention of safety, alignment, or catastrophic risk."
xTbFeDhdRG,RAR: Reversing Visual Attention Re-Sinking for  Unlocking Potential in Multimodal Large Language Models,3,False,0,0,0,0,,high,"The paper focuses on improving the performance and modality fusion of Multimodal LLMs by addressing 'Visual Attention Re-Sinking', which is a capability/efficiency issue rather than a safety or alignment concern."
1UoB7IWiku,Code World Models for General Game Playing,3,False,0,0,0,0,,high,"The paper focuses on improving game-playing performance and reliability through the generation of executable world models, which is a general capability improvement rather than an AI safety or alignment effort."
5ifzhjMCKq,Guidance Watermarking for Diffusion Models,1,False,0,0,0,0,,high,"The paper focuses on watermarking for provenance and copyright, which falls under traditional AI ethics and data attribution (Class 1) rather than frontier AGI safety."
rIPeatvPy3,The Devil behind the mask: An emergent safety vulnerability of Diffusion LLMs,4,True,3,2,1,6,Red-Teaming,high,The paper focuses on identifying and exploiting safety vulnerabilities in Diffusion LLMs through a systematic jailbreak attack framework.
O33LAUliUF,On the Interpolation Effect of Score Smoothing in Diffusion Models,3,False,0,0,0,0,,high,"The paper focuses on the mathematical and architectural properties of diffusion models and how they interpolate training data, with no mention of safety, alignment, or catastrophic risk."
GPGwKpRMRA,RAEE: A Robust Retrieval-Augmented Early Exit Framework for Efficient Inference,3,False,0,0,0,0,,high,"The paper focuses on improving inference efficiency and performance via an early exit framework, which is a general capability/efficiency goal with no safety or alignment motivation."
yiE16lWzDj,Nemotron-Research-Tool-N1: Exploring Tool-Using Language Models with Reinforced Reasoning,3,False,0,0,0,0,,high,"The paper focuses on improving the tool-calling capabilities and reasoning performance of LLMs using reinforcement learning, with no mention of safety, alignment, or catastrophic risk."
MrJoBgN1VO,GeoGramBench: Benchmarking the Geometric Program Reasoning in Modern LLMs,3,False,0,0,0,0,,high,"The paper focuses on benchmarking the geometric spatial reasoning capabilities of LLMs, which is a general capability task with no safety or alignment motivation."
itUo64aUeK,"Overtone: Cyclic Patch Modulation for Clean, Efficient, and Flexible Physics Emulators",3,False,0,0,0,0,,high,"The paper focuses on improving the accuracy and efficiency of physics emulators (PDE surrogates) through dynamic patch modulation, with no mention of AI safety, alignment, or catastrophic risk."
2ius36JQUJ,UME-R1: Exploring Reasoning-Driven Generative Multimodal Embeddings,3,False,0,0,0,0,,high,"The paper focuses on improving multimodal embedding performance through a generative reasoning paradigm and RL, with no mention of AI safety, alignment, or risk mitigation."
qgk2F6jxH4,SAIR: Enabling Deep Learning for Protein-Ligand Interactions with a Synthetic Structural Dataset,3,False,0,0,0,0,,high,"The paper focuses on creating a dataset for protein-ligand binding affinity prediction in drug discovery, which is a general capability/scientific application with no safety or alignment motivation."
VAv1rrPR1A,Mechanism of Task-oriented Information Removal in In-context Learning,2,False,0,0,0,0,,high,"The paper focuses on understanding the internal mechanisms of In-Context Learning (ICL) and how information is processed in hidden states, which falls under interpretability for capabilities/usability rather than frontier AI safety."
vokk8t1gnp,Weak Correlations as the Underlying Principle for Linearization of Gradient-Based Learning Systems,3,False,0,0,0,0,,high,"The paper focuses on the theoretical analysis of gradient-based learning dynamics and linearization in wide neural networks, with no mention of safety, alignment, or catastrophic risk."
SsUjdSVdUl,Critique-RL: Training Language Models For Critiquing Through Two-Stage Reinforcement Learning,3,False,0,0,0,0,,high,"The paper focuses on improving LLM reasoning and feedback capabilities through a two-stage RL process, which is a general capability improvement rather than a safety or alignment intervention."
pDu6u9cnEB,Omni-View: Unlocking How Generation Facilitates Understanding in Unified 3D Model based on Multiview images,3,False,0,0,0,0,,high,"The paper focuses on improving 3D scene understanding and generation capabilities through a unified multimodal model, with no mention of AI safety, alignment, or risk mitigation."
t33kMzEAg8,SwiReasoning: Switch-Thinking in Latent and Explicit for Pareto-Superior Reasoning LLMs,3,False,0,0,0,0,,high,"The paper focuses on improving the efficiency and accuracy of LLM reasoning by switching between latent and explicit reasoning, which is a general capability improvement with no safety or alignment motivation."
niUroX9EOd,LatentQA: Teaching LLMs to Decode Activations Into Natural Language,4,True,3,2,1,6,Interpretability,high,"The paper proposes a method to decode internal model activations into natural language to understand model internals, which is a core goal of mechanistic interpretability."
gG09r15HhQ,"Elastic Optimal Transport: Theory, Application, and Empirical Evaluation",3,False,0,0,0,0,,high,"The paper focuses on a mathematical framework for optimal transport to improve domain adaptation and generalization performance, with no mention of AI safety, alignment, or catastrophic risk."
