Paper Title,Subarea,Detailed Class,Score
Robust Adaptive Multi-Step Predictive Shielding,Threat Modeling & Evaluations,Safeguards,7.0
Dual-Space Smoothness for Robust and Balanced LLM Unlearning,Capability Control & Unlearning,Alignment Training,7.0
TAO-Attack: Toward Advanced Optimization-Based Jailbreak Attacks for Large Language Models,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
On the Interaction of Compressibility and Adversarial Robustness,"Robustness, Defense & Systemic Control",Adversarial Robustness,3.0
Neuron-Level Analysis of Cultural Understanding in Large Language Models,Interpretability & Understanding,Interpretability,4.0
Scaling Reasoning Hop Exposes Weaknesses: Demystifying and Improving Hop Generalization in Large Language Models,Interpretability & Understanding,Interpretability,3.0
Obfuscated Activations Bypass LLM Latent-Space Defenses,Interpretability & Understanding,Monitoring,7.0
Decomposing Representation Space into Interpretable Subspaces with Unsupervised Learning,Interpretability & Understanding,Interpretability,6.0
On the Tension Between Optimality and Adversarial Robustness in Policy Optimization,"Robustness, Defense & Systemic Control",Adversarial Robustness,3.0
Cross-Modal Redundancy and the Geometry of Vision–Language Embeddings,Interpretability & Understanding,Interpretability,5.0
Evolution of Concepts in Language Model Pre-Training,Interpretability & Understanding,Interpretability,5.0
INTIMA: A Benchmark for Human-AI Companionship Behavior,Threat Modeling & Evaluations,Safeguards,4.0
SlotGCG: Exploiting the Positional Vulnerability in LLMs for Jailbreak Attacks,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
GuidedBench: Measuring and Mitigating the Evaluation Discrepancies of In-the-wild LLM Jailbreak Methods,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
MIDAS: Multi-Image Dispersion and Semantic Reconstruction for Jailbreaking MLLMs,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
Compositional Generalization from Learned Skills via CoT Training: A Theoretical and Structural Analysis for Reasoning,Interpretability & Understanding,Interpretability,3.0
Discrete Latent Features Ablate Adversarial Attack: A Robust Prompt Tuning Framework for VLMs,"Robustness, Defense & Systemic Control",Adversarial Robustness,6.0
Disrupting Hierarchical Reasoning: Adversarial Protection for Geographic Privacy in Multimodal Reasoning Models,"Robustness, Defense & Systemic Control",Adversarial Robustness,5.0
Discern Truth from Falsehood: Reducing Over-Refusal via Contrastive Refinement,Capability Control & Unlearning,Alignment Training,6.0
Learning to summarize user information for personalized reinforcement learning from human feedback,Capability Control & Unlearning,Alignment Training,5.0
Toward Safer Diffusion Language Models: Discovery and Mitigation of Priming Vulnerability,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
Just Do It!? Computer-Use Agents Exhibit Blind Goal-Directedness,Threat Modeling & Evaluations,Dangerous Capability Evals,7.0
Does Higher Interpretability Imply Better Utility? A Pairwise Analysis on Sparse Autoencoders,Interpretability & Understanding,Interpretability,6.0
Toward Universal and Transferable Jailbreak Attacks on Vision-Language Models,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
Concept-TRAK: Understanding how diffusion models learn concepts through concept attribution,Interpretability & Understanding,Interpretability,3.0
Learning to Interpret Weight Differences in Language Models,Interpretability & Understanding,Interpretability,5.0
The Alignment Waltz: Jointly Training Agents to Collaborate for Safety,Capability Control & Unlearning,Alignment Training,7.0
ELEPHANT: Measuring and understanding social sycophancy in LLMs,Scalable Oversight & Value Learning,Scalable Oversight,6.0
PERSONA: Dynamic and Compositional Inference-Time Personality Control via Activation Vector Algebra,Interpretability & Understanding,Interpretability,3.0
PLAGUE: Plug-and-play Framework for Lifelong Adaptive Generation of Multi-turn Jailbreaks,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
ODESteer: A Unified ODE-Based Steering Framework for LLM Alignment,Threat Modeling & Evaluations,Safeguards,7.0
VeriCoT: Neuro-symbolic Chain-of-Thought Validation via Logical Consistency Checks,Interpretability & Understanding,Monitoring,4.0
Building a Foundational Guardrail for General Agentic Systems via Synthetic Data,Threat Modeling & Evaluations,Safeguards,7.0
Understanding and Improving Continuous LLM Adversarial Training via In-context Learning Theory,"Robustness, Defense & Systemic Control",Adversarial Robustness,7.0
Attention Smoothing Is All You Need For Unlearning,Capability Control & Unlearning,Alignment Training,4.0
PluriHarms: Benchmarking the Full Spectrum of Human Judgments on AI Harm,Scalable Oversight & Value Learning,Scalable Oversight,7.0
"From ``Sure"" to ``Sorry"": Detecting Jailbreak in Large Vision Language Model via JailNeurons","Robustness, Defense & Systemic Control",Adversarial Robustness,7.0
"Align Once, Benefit Multilingually: Enforcing Multilingual Consistency for LLM Safety Alignment",Capability Control & Unlearning,Alignment Training,7.0
ACE: Attribution-Controlled Knowledge Editing for Multi-hop Factual Recall,Interpretability & Understanding,Interpretability,4.0
Into the Rabbit Hull: From Task-Relevant Concepts in DINO to Minkowski Geometry,Interpretability & Understanding,Interpretability,3.0
ActivationReasoning: Logical Reasoning in Latent Activation Spaces,Interpretability & Understanding,Interpretability,6.0
StyliTruth : Unlocking Stylized yet Truthful LLM Generation via Disentangled Steering,Interpretability & Understanding,Interpretability,5.0
CoT Vectors: Transferring and Probing the Reasoning Mechanisms of LLMs,Interpretability & Understanding,Interpretability,3.0
Beware Untrusted Simulators -- Reward-Free Backdoor Attacks in Reinforcement Learning,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
Beyond Prompt-Induced Lies: Investigating LLM Deception on Benign Prompts,Threat Modeling & Evaluations,Scheming and Deception,7.0
STEDiff: Revealing the Spatial and Temporal Redundancy of Backdoor Attacks in Text-to-Image Diffusion Models,Threat Modeling & Evaluations,Safeguards,7.0
Video Unlearning via Low-Rank Refusal Vector,Capability Control & Unlearning,Alignment Training,7.0
GuardAlign: Test-time Safety Alignment in Multimodal Large Language Models,Threat Modeling & Evaluations,Safeguards,7.0
AudioTrust: Benchmarking The Multifaceted Trustworthiness of Audio Large Language Models,Threat Modeling & Evaluations,Safeguards,3.0
Text2Grad: Reinforcement Learning from Natural Language Feedback,Capability Control & Unlearning,Alignment Training,4.0
GhostEI-Bench: Do Mobile Agent Resilience to Environmental Injection in Dynamic On-Device Environments?,Threat Modeling & Evaluations,Dangerous Capability Evals,7.0
Holdout-Loss-Based Data Selection for LLM Finetuning via In-Context Learning,Capability Control & Unlearning,Alignment Training,5.0
Transferable and Stealthy Adversarial Attacks on Large Vision-Language Models,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
ARMOR: Aligning Secure and Safe Large Language  Models via Meticulous Reasoning,"Robustness, Defense & Systemic Control",Adversarial Robustness,7.0
ProSafePrune: Projected Safety Pruning for Mitigating Over-Refusal in LLMs,Threat Modeling & Evaluations,Safeguards,5.0
Measuring and Mitigating Rapport Bias of Large Language Models under Multi-Agent Social Interactions,Scalable Oversight & Value Learning,Multi-Agent Safety,6.0
Data Selection for LLM Alignment Using Fine-Grained Preferences,Capability Control & Unlearning,Alignment Training,6.0
Eliciting Harmful Capabilities by Fine-Tuning on Safeguarded Outputs,Threat Modeling & Evaluations,Dangerous Capability Evals,6.0
JULI: Jailbreak Large Language Models by Self-Introspection,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
ManagerBench: Evaluating the Safety-Pragmatism Trade-off in Autonomous LLMs,Threat Modeling & Evaluations,Scheming and Deception,7.0
"Formalising Human-in-the-Loop: Computational Reductions, Failure Modes, and Legal-Moral Responsibility",Technical Governance & Policy,Policy and Governance,3.0
Measuring Physical-World Privacy Awareness of Large Language Models: An Evaluation Benchmark,Threat Modeling & Evaluations,Safeguards,5.0
Beyond Linear Probes: Dynamic Safety Monitoring for Language Models,Interpretability & Understanding,Monitoring,7.0
Adaptive Attacks on Trusted Monitors Subvert AI Control Protocols,Threat Modeling & Evaluations,Control,7.0
Reforming the Mechanism: Editing Reasoning Patterns in LLMs with Circuit Reshaping,Interpretability & Understanding,Interpretability,3.0
Mapping Semantic & Syntactic Relationships with Geometric Rotation,Interpretability & Understanding,Interpretability,3.0
Understanding Language Prior of LVLMs by Contrasting Chain-of-Embedding,Interpretability & Understanding,Interpretability,4.0
Reinforcement Unlearning via Group Relative Policy Optimization,Capability Control & Unlearning,Alignment Training,6.0
Reliable Poisoned Sample Detection against Backdoor Attacks Enhanced by Sharpness Aware Minimization,"Robustness, Defense & Systemic Control",Adversarial Robustness,3.0
Jailbreaking on Text-to-Video Models via Scene Splitting Strategy,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
The  Price of Amortized inference in Sparse Autoencoders,Interpretability & Understanding,Interpretability,7.0
STAR: Strategy-driven Automatic Jailbreak Red-teaming For Large Language Model,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
Grounding Generative Planners in Verifiable Logic: A Hybrid Architecture for Trustworthy Embodied AI,Threat Modeling & Evaluations,Safeguards,7.0
"A2D: Any-Order, Any-Step Safety Alignment for Diffusion Language Models",Capability Control & Unlearning,Alignment Training,7.0
Fine-Grained Privacy Extraction from Retrieval-Augmented Generation Systems by Exploiting Knowledge Asymmetry,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
SDErasure: Concept-Specific Trajectory Shifting for Concept Erasure via Adaptive Diffusion Classifier,Capability Control & Unlearning,Alignment Training,7.0
On Robustness of Vision-Language-Action Model against Multi-Modal Perturbations,"Robustness, Defense & Systemic Control",Adversarial Robustness,3.0
AFTER: Mitigating the Object Hallucination of LVLM via Adaptive Factual-Guided Activation Editing,Threat Modeling & Evaluations,Safeguards,6.0
How Do Transformers Learn to Associate Tokens: Gradient Leading Terms Bring Mechanistic Interpretability,Interpretability & Understanding,Interpretability,3.0
LH-DECEPTION: Simulating and Understanding LLM Deceptive Behaviors in Long-Horizon Interactions,Threat Modeling & Evaluations,Scheming and Deception,7.0
Learning-Time Encoding Shapes Unlearning in LLMs,Capability Control & Unlearning,Alignment Training,4.0
Reliable Weak-to-Strong Monitoring of LLM Agents,Scalable Oversight & Value Learning,Scalable Oversight,7.0
Deep Ignorance: Filtering Pretraining Data Builds Tamper-Resistant Safeguards into Open-Weight LLMs,Capability Control & Unlearning,Alignment Training,7.0
Multiplayer Nash Preference Optimization,Capability Control & Unlearning,Alignment Training,6.0
SABRE-FL: Selective and Accurate Backdoor Rejection for Federated Prompt Learning,"Robustness, Defense & Systemic Control",Adversarial Robustness,5.0
Unveiling Super Experts in Mixture-of-Experts Large Language Models,Interpretability & Understanding,Interpretability,3.0
GAVEL: Towards Rule-Based Safety through Activation Monitoring,Interpretability & Understanding,Monitoring,7.0
Image Can Bring Your Memory Back: A Novel Multi-Modal Guided Attack against Image Generation Model Unlearning,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
Safety at One Shot: Patching Fine-Tuned LLMs with A Single Instance,Capability Control & Unlearning,Alignment Training,7.0
Does Weak-to-strong Generalization Happen under Spurious Correlations?,Scalable Oversight & Value Learning,Scalable Oversight,3.0
Latent Thinking Optimization: Your Latent Reasoning Language Model Secretly Encodes Reward Signals in Its Latent Thoughts,Interpretability & Understanding,Interpretability,6.0
MCP Security Bench (MSB): Benchmarking Attacks Against Model Context Protocol in LLM Agents,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
Characterizing and Mitigating Reasoning Drift in Large Language Models,Interpretability & Understanding,Interpretability,3.0
The Achilles’ Heel of LLMs: How Altering a Handful of Neurons Can Cripple Language Abilities,Interpretability & Understanding,Interpretability,5.0
Enhancing Trustworthiness of Fine-Tuned LLMs via Regularized Subset Selection,Capability Control & Unlearning,Alignment Training,5.0
GHOST: Hallucination-Inducing Image Generation for Multimodal LLMs,"Robustness, Defense & Systemic Control",Red-Teaming,5.0
Continual Unlearning for Text-to-Image Diffusion Models: A Regularization Perspective,Capability Control & Unlearning,Alignment Training,5.0
Humanline: Online Alignment as Perceptual Loss,Capability Control & Unlearning,Alignment Training,6.0
Invisible Safety Threat: Malicious Finetuning for LLM via Steganography,"Robustness, Defense & Systemic Control",Red-Teaming,6.0
HARP: Hallucination Detection via Reasoning Subspace Projection,Interpretability & Understanding,Interpretability,4.0
Disentangling Length Bias in Preference Learning via Response-Conditioned Modeling,Scalable Oversight & Value Learning,Scalable Oversight,6.0
Token-level Data Selection for Safe LLM Fine-tuning,Capability Control & Unlearning,Alignment Training,7.0
RE-PO: Robust Enhanced Policy Optimization as a General Framework for LLM Alignment,Capability Control & Unlearning,Alignment Training,4.0
Temporal superposition and feature geometry of RNNs under memory demands,Interpretability & Understanding,Interpretability,3.0
Harnessing Hyperbolic Geometry for Harmful Prompt Detection and Sanitization,"Robustness, Defense & Systemic Control",Adversarial Robustness,5.0
GeneBreaker: Jailbreak Attacks against DNA Language Models with Pathogenicity Guidance,Threat Modeling & Evaluations,Biorisk,7.0
Unveiling the Basin-Like Loss Landscape in Large Language Models,"Robustness, Defense & Systemic Control",Adversarial Robustness,4.0
On The Geometry and Topology of Representations: the Manifolds of Modular Addition,Interpretability & Understanding,Interpretability,3.0
Strategic Dishonesty Can Undermine AI Safety Evaluations of Frontier LLMs,Threat Modeling & Evaluations,Scheming and Deception,6.0
Activation Steering with a Feedback Controller,Threat Modeling & Evaluations,Safeguards,6.0
From Concepts to Components: Concept-Agnostic Attention Module Discovery in Transformers,Interpretability & Understanding,Interpretability,6.0
Enforcing Axioms for AI Alignment under Loss-Based Rules,Capability Control & Unlearning,Alignment Training,4.0
Estimating Worst-Case Frontier Risks of Open-Weight LLMs,Threat Modeling & Evaluations,Dangerous Capability Evals,7.0
Towards Safe Reasoning in Large Reasoning Models via Corrective Intervention,Capability Control & Unlearning,Alignment Training,7.0
Tug-of-War No More: Harmonizing Accuracy and Robustness in Vision-Language Models via Stability-Aware Task Vector Merging,"Robustness, Defense & Systemic Control",Adversarial Robustness,4.0
Mechanism of Task-oriented Information Removal in In-context Learning,Interpretability & Understanding,Interpretability,3.0
Mitigating the Safety Alignment Tax with Null-Space Constrained Policy Optimization,Capability Control & Unlearning,Alignment Training,7.0
Mechanistic Detection and Mitigation of Hallucination in Large Reasoning Models,Interpretability & Understanding,Interpretability,4.0
Gauge-invariant representation holonomy,Interpretability & Understanding,Interpretability,5.0
Reading Images Like Texts: Sequential Image Understanding in Vision-Language Models,Interpretability & Understanding,Interpretability,4.0
Semantic Regexes: Auto-Interpreting LLM Features with a Structured Language,Interpretability & Understanding,Interpretability,6.0
Your Agent May Misevolve: Emergent Risks in Self-evolving LLM Agents,Capability Control & Unlearning,Alignment Training,6.0
SAFETY-GUIDED FLOW (SGF): A UNIFIED FRAMEWORK FOR NEGATIVE GUIDANCE IN SAFE GENERATION,Threat Modeling & Evaluations,Safeguards,7.0
JailbreakLoRA: Your Downloaded LoRA from Sharing Platforms might be Unsafe,"Robustness, Defense & Systemic Control",Red-Teaming,5.0
AdvChain: Adversarial Chain-of-Thought Tuning for Robust Safety Alignment of Large Reasoning Models,Capability Control & Unlearning,Alignment Training,7.0
"OffTopicEval: When Large Language Models Enter the Wrong Chat, Almost Always!",Threat Modeling & Evaluations,Safeguards,6.0
Hallucination Begins Where Saliency Drops,Interpretability & Understanding,Monitoring,5.0
Risk-Sensitive Agent Compositions,Threat Modeling & Evaluations,Safeguards,4.0
Safety Subspaces are Not Linearly Distinct: A Fine-Tuning Case Study,Interpretability & Understanding,Interpretability,5.0
Antibody: Strengthening Defense Against Harmful Fine-Tuning for Large Language Models via Attenuating Harmful Gradient Influence,Capability Control & Unlearning,Alignment Training,7.0
RoboMD: Uncovering Robot Vulnerabilities through Semantic Potential Fields,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
Steering MoE LLMs via Expert (De)Activation,Threat Modeling & Evaluations,Safeguards,7.0
"Forget Many, Forget Right: Scalable and Precise Concept Unlearning in Diffusion Models",Capability Control & Unlearning,Alignment Training,5.0
Inverse Reinforcement Learning with Dynamic Reward Scaling for LLM Alignment,Capability Control & Unlearning,Alignment Training,7.0
DiffuGuard: How Intrinsic Safety is Lost and Found in Diffusion Large Language Models,"Robustness, Defense & Systemic Control",Adversarial Robustness,7.0
Tree-based Dialogue Reinforced Policy Optimization for Red-Teaming Attacks,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
Faithful Bi-Directional Model Steering via Distribution Matching and Distributed Interchange Interventions,Interpretability & Understanding,Interpretability,6.0
Adversarial Attacks Already Tell the Answer: Directional Bias-Guided Test-time Defense for Vision-Language Models,"Robustness, Defense & Systemic Control",Adversarial Robustness,7.0
Linear Mechanisms for Spatiotemporal Reasoning in Vision Language Models,Interpretability & Understanding,Interpretability,6.0
Robust Optimization for Mitigating Reward Hacking with Correlated Proxies,Capability Control & Unlearning,Alignment Training,7.0
DreamPhase: Offline Imagination and Uncertainty-Guided Planning for Large-Language-Model Agents,Threat Modeling & Evaluations,Safeguards,6.0
Explainable LLM Unlearning through Reasoning,Capability Control & Unlearning,Alignment Training,7.0
Are Reasoning LLMs Robust to Interventions on their Chain-of-Thought?,Interpretability & Understanding,Interpretability,3.0
Aligning Deep Implicit Preferences by Learning to Reason Defensively,Scalable Oversight & Value Learning,Scalable Oversight,5.0
Goal-Aware Identification and Rectification of Misinformation in Multi-Agent Systems,"Robustness, Defense & Systemic Control",Adversarial Robustness,7.0
OrthAlign: Orthogonal Subspace Decomposition for Non-Interfering Multi-Objective Alignment,Capability Control & Unlearning,Alignment Training,6.0
FaithCoT-Bench: Benchmarking Instance-Level Faithfulness of Chain-of-Thought Reasoning,Interpretability & Understanding,Monitoring,4.0
Transformers Learn Latent Mixture Models In-Context via Mirror Descent,Interpretability & Understanding,Interpretability,3.0
Knowledge Externalization: Reversible Unlearning and Modular Retrieval in Multimodal Large Language Models,Capability Control & Unlearning,Alignment Training,3.0
Teach to Reason Safely: Policy-Guided Safety Tuning for MLRMs,Capability Control & Unlearning,Alignment Training,7.0
JALMBench: Benchmarking Jailbreak Vulnerabilities in Audio Language Models,"Robustness, Defense & Systemic Control",Red-Teaming,5.0
Cultivating Pluralism In Algorithmic Monoculture: The Community Alignment Dataset,Capability Control & Unlearning,Alignment Training,7.0
"SPEED: Scalable, Precise, and Efficient Concept Erasure for Diffusion Models",Capability Control & Unlearning,Alignment Training,7.0
From Curiosity to Caution: Mitigating Reward Hacking for Best-of-$N$ with Pessimism,Scalable Oversight & Value Learning,Scalable Oversight,5.0
The Devil behind the mask: An emergent safety vulnerability of Diffusion LLMs,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
Pragma-VL: Towards a Pragmatic Arbitration of Safety and Helpfulness in MLLMs,Capability Control & Unlearning,Alignment Training,7.0
Pay Less Attention to Function Words for Free Robustness of Vision-Language Models,"Robustness, Defense & Systemic Control",Adversarial Robustness,4.0
AEGIS: Adversarial Target-Guided Retention-Data-Free Robust Concept Erasure from Diffusion Models,Capability Control & Unlearning,Alignment Training,7.0
Grokking in LLM Pretraining? Monitor Memorization-to-Generalization without Test,Interpretability & Understanding,Interpretability,4.0
Safety Instincts: LLMs Learn to Trust Their Internal Compass for Self-Defense,Capability Control & Unlearning,Alignment Training,7.0
REAL: Reading Out Transformer Activations for Precise Localization in Language Model Steering,Interpretability & Understanding,Interpretability,5.0
Rethinking Benign Relearning: Syntax as the Hidden Driver of Unlearning Failures,Capability Control & Unlearning,Alignment Training,6.0
LLM Unlearning with LLM Beliefs,Capability Control & Unlearning,Alignment Training,7.0
VEAttack: Downstream-agnostic Vision Encoder Attack against Large Vision Language Models,"Robustness, Defense & Systemic Control",Adversarial Robustness,4.0
Closing the Safety Gap: Surgical Concept Erasure in Visual Autoregressive Models,Capability Control & Unlearning,Alignment Training,7.0
SEMA: Simple yet Effective Learning for Multi-Turn Jailbreak Attacks,"Robustness, Defense & Systemic Control",Red-Teaming,7.0
Purifying Generative LLMs from Backdoors  without Prior Knowledge or Clean Reference,"Robustness, Defense & Systemic Control",Adversarial Robustness,7.0
CLUE: Conflict-guided Localization for LLM Unlearning Framework,Capability Control & Unlearning,Alignment Training,6.0
Robust LLM Unlearning via Post Judgment and Multi-round Thinking,Capability Control & Unlearning,Alignment Training,7.0
